ISBN,Title,Author,Publisher,Pages,Date Published,Binding,Synopsis,Language,Edition,Dimensions,MSRP,Image,Status,PageNumber,Volume & Issue
0-375-40560-7,Not for Ourselves Alone: The Story of Elizabeth Cady Stanton and Susan B. Anthony,"Ward, Geoffrey C., Burns, Kenneth",Knopf,256,10/19/1999,Hardcover,"Elizabeth Cady Stanton and Susan B. Anthony were two heroic women who vastly bettered the lives of a majority of American citizens. For more than fifty years they led the public battle to secure for women the most basic civil rights and helped establish a movement that would revolutionize American society. Yet despite the importance of their work and they impact they made on our history, a century and a half later, they have been almost forgotten.
<p>Stanton and Anthony were close friends, partners, and allies, but judging from their backgrounds they would seem an unlikely pair. Stanton was born into the prominent Livingston clan in New York, grew up wealthy, educated, and sociable, married and had a large family of her own. Anthony, raised in a devout Quaker environment, worked to support herself her whole life, elected to remain single, and devoted herself to progressive causes, initially Temperance, then Abolition. They were nearly total opposites in their personalities and attributes, yet complemented each other's strengths perfectly. Stanton was a gifted writer and radical thinker, full of fervor and radical ideas but pinned down by her reponsibilities as wife and mother, while Anthony, a tireless and single-minded tactician, was eager for action, undaunted by the terrible difficulties she faced. As Stanton put it, ""I forged the thunderbolts, she fired them.""</p>
<p>The relationship between these two extraordinary women and its effect on the development of the suffrage movement are richly depicted by Ward and Burns, and in the accompanying essays by Ellen Carol Dubois, Ann D. Gordon, and Martha Saxton. We also see Stanton and Anthony's interactions with major figures of the time, from Frederick Douglass and John Brown to Lucretia Mott and Victoria Woodhull. Enhanced by a wonderful array of black-and-white and color illustrations, <b>Not For Ourselves Alone</b> is a vivid and inspiring portrait of two of the most fascinating, and important, characters in American history.</p>",en,First Edition,"Height: 10.5 Inches, Length: 7.5 Inches, Weight: 2.05 Pounds, Width: 0.75 Inches",35,https://images.isbndb.com/covers/56/00/9780375405600.jpg,Success,151,22.3.4
0-609-60522-4,A Boy in Winter,"Chernoff, Maxine",Crown,256,9/14/1999,Hardcover,A Family Drama In Chicago Where A Boy Kills A Neighbor's Son With A Bow And Arrow. An Accident Or Something More Complex? The Neighbor Was Having An Affair With The Boy's Mother. Maxine Chernoff.,en,First Edition,"Height: 9.75 Inches, Length: 6.25 Inches, Weight: 1.15 Pounds, Width: 1 Inches",22,https://images.isbndb.com/covers/52/26/9780609605226.jpg,Success,31,22.3.4
0-609-60522-4,A Boy in Winter,"Chernoff, Maxine",Crown,256,9/14/1999,Hardcover,A Family Drama In Chicago Where A Boy Kills A Neighbor's Son With A Bow And Arrow. An Accident Or Something More Complex? The Neighbor Was Having An Affair With The Boy's Mother. Maxine Chernoff.,en,First Edition,"Height: 9.75 Inches, Length: 6.25 Inches, Weight: 1.15 Pounds, Width: 1 Inches",22,https://images.isbndb.com/covers/52/26/9780609605226.jpg,Success,151,22.3.4
0-609-60321-3,The Red Devil: To Hell with Cancer--and Back,"Rich, Katherine Russell",Crown,256,1999-10,Hardcover,,en,1,"Height: 8.5 Inches, Length: 5.75 Inches, Weight: 0.9 Pounds, Width: 1 Inches",22,https://images.isbndb.com/covers/32/15/9780609603215.jpg,Success,31,22.3.4
0-609-60321-3,The Red Devil: To Hell with Cancer--and Back,"Rich, Katherine Russell",Crown,256,1999-10,Hardcover,,en,1,"Height: 8.5 Inches, Length: 5.75 Inches, Weight: 0.9 Pounds, Width: 1 Inches",22,https://images.isbndb.com/covers/32/15/9780609603215.jpg,Success,151,22.3.4
0-609-60096-6,The Power of Pride: Stylemakers and Rulebreakers of the Harlem Renaissance,"Carole Marks, Diana edkins",Crown,272,10/12/1999,Hardcover,"The Harlem Renaissance Was An Electrifying Period During Which Huge Numbers Of African Americans Threw Off The Shackles Of Discrimination, Exploitation, And Poverty Is The South And Moved North. The Power Of Pride Is A Visually Spirited And Intimate Book Full Of Photographs, Letters, Playbills, And Drawings That Capture The Gaiety And Excitement Of The Time. Moving From The Brownstones Of Striver's Row In Harlem To The Negro Appreciation Salons In Paris, The Book Focuses An Seventeen Renalssance Figures Who Exemplify The Themes Of Race, Fortitude, Talent, And Style, And Whose Strength Of Will And Ability Created A Model For All Those With Dreams And Aspirations Emerging In The African-american Community.--jacket. Out Of The South: Josephine Baker -- Walter White -- Zora Neale Hurston -- Home To Harlem: A'lelea Walker -- James Weldon Johnson -- Ethel Waters -- Going To Chicago: Louis Armstrong -- Bessie Smith And Alberta Hunter -- Jessie Fauset And Nelia Larsen -- Washington, D.c., Connections: Florence Mills -- Duke Ellington -- Bill Bojangles Robinson -- Paris: Société Des Amis Des Noirs: Carl Van Vechten -- Langston Hughes -- Dorothy West. Carole Marks And Diana Edkins. Includes Bibliographical References And Index.",en,First Edition,"Height: 10.5 Inches, Length: 8 Inches, Weight: 2.3920155427 Pounds, Width: 1.25 Inches",35,https://images.isbndb.com/covers/09/62/9780609600962.jpg,Success,151,22.3.4
0-679-44261-8,Those Bones Are Not My Child: A novel,"Bambara, Toni Cade, Estate of Toni Cade Bambara",Pantheon,688,9/28/1999,Hardcover,"Those Bones Are Not My Child is the novel that Toni Cade Bambara worked on for twelve years until her death in 1995 - a story that puts us at the center of the nightmare of the Atlanta child murders.. ""It was called ""The City Too Busy To Hate,"" but two decades ago more than forty black children were murdered there with grim determination, their bodies found - in ditches, on riverbanks- strangled, beaten, and sexually assaulted.. ""On Sunday morning, July 20, 1980, Marzala Rawls Spencer awakens to find that her teenage son has gone missing, even as the Atlanta child abductions are beginning to be reported. As she and her estranged husband frantically search for their son, the story moves with authority through the full spectrum of Atlanta's political, social, and cultural life, illuminating the vexing issues of race and class that bedevil the city.",en,First Edition,"Height: 10 inches, Length: 6.5 inches, Weight: 2.1495070545 Pounds, Width: 1.75 inches",27.5,https://images.isbndb.com/covers/26/15/9780679442615.jpg,Success,152,22.3.4
1-57062-360-0,Off the Map,"Glendinning, Chellis",Shambhala,182,9/28/1999,Hardcover,"Imperialism. It has been the dominant and dominating political force on planet Earth for centuries—from the age of the great European empires to our own era of giant corporate takeovers. Its influence is felt in every area of our lives, from the global to the deeply personal. In this book, Chellis Glendinning charts the course of empire across countries and continents and on into individual minds, hearts, and bodies—and it all happens within the story of her horseback ride through the wilds of New Mexico with her friend the Indo-Hispano vaquero, Snowflake Martinez. As their dreamlike journey unfolds, Chellis and Snowflake strive to understand the results of their ancestors' fatal encounter—hers, the ""people of empire""; his, ""the colonized""—weaving together current events with their childhood memories and the forces of history to reveal extent of imperialism's legacy— <i>and</i> to find a way ""off the map,"" to a more hopeful future for us all.",en,1,"Height: 9.3 Inches, Length: 6.23 Inches, Weight: 1.04940036712 Pounds, Width: 0.85 Inches",21.95,https://images.isbndb.com/covers/36/08/9781570623608.jpg,Success,152,22.3.4
0-8129-3247-1,"Conquering the Beast Within: How I Fought Depression and Won . . . and How You Can, Too","Irwin, Cait",Three Rivers Press,120,9/8/1999,Paperback,,en,,"Height: 9.03 Inches, Length: 6 Inches, Weight: 0.50044933474 Pounds, Width: 0.31 Inches",0,https://images.isbndb.com/covers/24/78/9780812932478.jpg,Success,152,22.3.4
0-679-44265-0,"Mother Nature: A History of Mothers, Infants, and Natural Selection","Hrdy, Sarah",Pantheon,752,9/21/1999,Hardcover,"The Author Draws On Anthropology, History, Literature, Developmental Psychology, And Animal Behavior To Examine The Distinct Biological And Genetic Elements That Constitute Maternal Instinct And To Explain Why Age-old Tensions Between The Sexes Persist And Are Being Played Out Today In Efforts To Control Women's Reproductive Choices.--jacket. Motherhood As A Minefield -- A New View Of Mothers -- Underlying Mysteries Of Development -- Unimaginable Variation -- The Variable Environments Of Evolutionary Relevance -- The Milky Way -- From Here To Maternity -- Family Planning Primate-style -- Three Men And A Baby -- The Optimal Number Of Fathers -- Who Cared? -- Unnatural Mothers -- Daughters Or Sons? It All Depends -- Old Tradeoffs, New Contexts -- Born To Attach -- Meeting The Eyes Of Love -- Secure From What? Or Secure From Whom? -- Empowering The Embryo -- Why Be Adorable? -- How To Be An Infant Worth Rearing -- A Matter Of Fat -- On Human Bondage -- Alternate Paths Of Development -- Devising Better Lullabies. Sarah Blaffer Hrdy. Includes Bibliographical References (p. 603-690) And Index.",en,First Edition,"Height: 10 Inches, Length: 6.75 Inches, Weight: 2.505 Pounds, Width: 1.75 Inches",35,https://images.isbndb.com/covers/26/53/9780679442653.jpg,Success,152,22.3.4
0-609-80274-7,Making the Gods Work for You: The Astrological Language of the Psyche,"Casey, Caroline",Harmony,288,8/24/1999,Paperback,,en,,"Height: 8.25 Inches, Length: 5.25 Inches, Weight: 0.55 Pounds, Width: 0.75 Inches",14,https://images.isbndb.com/covers/27/48/9780609802748.jpg,Success,152,22.3.4
0-679-60330-1,Out of Her Mind: Women Writing on Madness (Modern Library),"Shannonhouse, Rebecca",Modern Library,208,2/15/2000,Hardcover,,en,First Edition,"Height: 8.5 Inches, Length: 5.75 Inches, Weight: 0.65 Pounds, Width: 0.75 Inches",21.95,https://images.isbndb.com/covers/33/06/9780679603306.jpg,Success,152,22.3.4
0-609-80472-3,Best Friends: The Pleasures and Perils of Girls' and Women's Friendships,"Apter, Terri, Josselson, Ruthellen",Harmony/Rodale,320,10/26/1999,Paperback,,en,1st Pbk. Ed,"Height: 8.5 Inches, Length: 5.5 Inches, Weight: 0.83114272774 Pounds, Width: 0.8 Inches",19,https://images.isbndb.com/covers/47/28/9780609804728.jpg,Success,72,22.3.4
0-609-80472-3,Best Friends: The Pleasures and Perils of Girls' and Women's Friendships,"Apter, Terri, Josselson, Ruthellen",Harmony/Rodale,320,10/26/1999,Paperback,,en,1st Pbk. Ed,"Height: 8.5 Inches, Length: 5.5 Inches, Weight: 0.83114272774 Pounds, Width: 0.8 Inches",19,https://images.isbndb.com/covers/47/28/9780609804728.jpg,Success,152,22.3.4
0-609-80393-X,The Path of Blessing: Experiencing the Energy and Abundance of the Divine,"Prager, Marcia",Harmony/Bell Tower,240,10/26/1999,Paperback,"A simple Hebrew blessing is a powerful thing-a one-minute, deeply meditative exercise exploring the nature of the Creative Force we call God and the dynamic relationship between God, human consciousness, and the unfolding universe.<br><br>In <i>The Path of Blessing</i> Rabbi Marcia Prager guides us through the opening words of a Hebrew blessing-six words which embody the depth of Jewish spirituality-revealing how the letters and words combine to promote joy and appreciation, wonder and thankfulness, amazement and praise. Each word becomes a stepping stone inviting us to discover the infinitely abundant Presence of God flowing through even the smallest actions of our lives.<br>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;<br>In the ancient language of Jewish tradition and the modern language of feminist consciousness, creation theology, and psychology, Marcia Prager brings the words of the Hebrew invocation dramatically alive.",en,,"Height: 8.25 Inches, Length: 5.5 Inches, Weight: 0.45 Pounds, Width: 0.5 Inches",1.99,https://images.isbndb.com/covers/39/36/9780609803936.jpg,Success,152,22.3.4
1-57062-398-8,Voices of Insight,,Shambhala,281,11/30/1999,Hardcover,,en,First Edition,"Height: 9.5 Inches, Length: 6.5 Inches, Weight: 1.25002102554 Pounds, Width: 1.25 Inches",0,https://images.isbndb.com/covers/39/81/9781570623981.jpg,Success,152,22.3.4
0-609-80480-4,May the Circle Be Unbroken: An Intimate Journey into the Heart of Adoption,"Lynn Franklin, Elizabeth Ferber",Three Rivers Press,304,11/30/1999,Paperback,,en,,"Height: 9.25 Inches, Length: 6.25 Inches, Weight: 0.7 Pounds, Width: 0.75 Inches",14,https://images.isbndb.com/covers/48/03/9780609804803.jpg,Success,152,22.3.4
0-375-50309-9,From This Moment On: A Guide for Those Recently Diagnosed with Cancer,"Cotter, Arlene",Random House,464,9/28/1999,Hardcover,,en,,"Height: 7 Inches, Length: 5 Inches, Weight: 0.96 Pounds, Width: 1.5 Inches",24.95,https://images.isbndb.com/covers/30/92/9780375503092.jpg,Success,153,22.3.4
0-394-58396-5,Passionate Nomad: The Life of Freya Stark,"Geniesse, Jane",Random House,432,9/28/1999,Hardcover,"Freya Stark--traveler, Explorer, Arabist, And Woman Of Letters--began The Extraordinary Adventures That Would Glamorize Her, And Would Catapult Her Into Public Life For The Next Sixty Years, In 1927. Leaving Behind A Miserable Family Life, Freya Set Out, At Age 34, To Explore Remote And Dangerous Regions Of The Middle East. She Was Captured By The French Military Police After Penetrating Their Cordon Around The Rebellious Druze. She Explored The Mountainous Territory Of The Mysterious Assassins Of Persia, Became The First Woman To Explore Luristan In Western Iran, And Followed Ancient Frankincense Routes To Locate A Lost City. Admired By British Officialdom, Her Knowledge Of Middle Eastern Languages And Culture Aided The Military And Diplomatic Corps, For Whom She Conceived An Effective Propaganda Network During World War Ii. But Stark's High-profile Wanderings Masked Deep Insecurities. This Biography Digs Beneath The Mythology To Uncover A Complex, Quixotic, And Controversial Woman.--from Publisher Description. Jane Fletcher Geniesse. Books By Freya Stark: P. [363]-364. Includes Bibliographical References (p. [365]-368) And Index.",en,First Edition,"Height: 9.5 Inches, Length: 6.59 Inches, Weight: 1.7 Pounds, Width: 1.34 Inches",0,https://images.isbndb.com/covers/39/69/9780394583969.jpg,Success,153,22.3.4
0-375-50020-0,Women,Susan Sontag,Random House,248,10/19/1999,Hardcover,"<p>The photographs by Annie Leibovitz in Women, taken especially for the book, encompass a broad spectrum of subjects: a rap artist, an astronaut, two Supreme Court justices, farmers, coal miners, movie stars, showgirls, rodeo riders, socialites, reporters, dancers, a maid, a general, a surgeon, the First Lady of the United States, the secretary of state, a senator, rock stars, prostitutes, teachers, singers, athletes, poets, writers, painters, musicians, theater directors, political activists, performance artists, and businesswomen. ""Each of these pictures must stand on its own,"" Susan Sontag writes in the essay that accompanies the portraits. ""But the ensemble says, So this what women are now — as different, as varied, as heroic, as forlorn, as conventional, as unconventional as this.""</p>",en,1,"Height: 12.8 Inches, Length: 10.1 Inches, Weight: 4.25 Pounds, Width: 1.02 Inches",75,https://images.isbndb.com/covers/02/06/9780375500206.jpg,Success,153,22.3.4
0-375-50033-2,Aretha: From These Roots,Aretha Franklin,Villard,272,9/28/1999,Hardcover,"<p>Her soulful, soaring voice has earned her mythic status. Now, in her own moving words, the woman behind the myth is revealed. The result is a captivating self-portrait of one of this century's most fascinating artists, an Aretha Franklin as real as the songs she sings.<br>
&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;<br>
For the first time anywhere, Aretha tells her story—the glorious triumphs as well as the heartbreaking pain. With refreshing candor, Aretha tells it like it is, the way she sees it, the way she lived it.<br>
&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;<br>
A child prodigy of the golden age of gospel, the daughter of a world-famous preacher, Aretha was the anointed successor to Mahalia Jackson and Clara Ward. But her father had a broader vision and helped Aretha enter the field of pop and jazz. By age eighteen, she was under contract to Columbia Records. Six years later, after only a few minor hits, she switched to Atlantic, where she shook the musical world to its roots. Her song ""Respect"" became the anthem of an epoch, a touchstone for African Americans, for women, for all people struggling to be free. Aretha became the Queen of Soul, the genre's finest interpreter since Ray Charles.<br>
&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;<br>
In <b>Aretha: From These Roots</b>, the singer gets up-close and personal. In rich detail, she paints a vivid picture of a Detroit long gone: the storefront churches, the basement parties, the explosive R&amp;B shows. She documents her life as a single teenage mother, working to balance home life with career, coping with two challenging marriages and, later, romantic relationships that were the source of both tremendous joy and unforeseen heartache.&nbsp;&nbsp;&nbsp;&nbsp;<br>
&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;<br>
Along the way, we meet the characters who lit up her life: her charismatic father, the Reverend C. L. Franklin, ""the man with the million-dollar voice""; Sam Cooke, the man of her dreams; her singing sisters, Erma and Carolyn, and her manager-brother, Cecil; her famous colleagues—Smokey Robinson, Marvin Gaye, the Temptations, Luther Vandross, and Luciano Pavarotti—as well as some famous rivals.<br>
&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;<br>
Aretha emerges as a triumphant woman of rare wit, willing to share with us her passion for great music, great food, and great love affairs. Her book does more than illuminate some of the most exciting songs ever sung; it lets you into the heart and mind of the mesmerizing woman who sang them.&nbsp;&nbsp;</p>",en,1,"Height: 9.75 Inches, Length: 6.25 Inches, Weight: 1.2345886672 Pounds, Width: 1.25 Inches",25,https://images.isbndb.com/covers/03/36/9780375500336.jpg,Success,153,22.3.4
0-375-50340-4,When All Hell Breaks Loose: A Novel,"Spencer, Camika",Villard,256,9/2/1999,Hardcover,A Black Family Unites When Trouble Strikes Both Son And Daughter. The Son Discovers His Fiancée Is A Lesbian And The Daughter That Her Beau Is A Rotter. Camika Spencer.,en,First Edition,"Height: 9.75 Inches, Length: 6.25 Inches, Weight: 1.1 Pounds, Width: 1 Inches",19.95,https://images.isbndb.com/covers/34/05/9780375503405.jpg,Success,153,22.3.4
0-375-70201-6,Two in the Wild,"Fox Rogers, Susan",Knopf Doubleday Publishing Group,240,9/1/1999,Paperback,"Thelma and Louise get sporty (and survive) in this anthology of true stories about women whose idea of fun involves sharing adventures--big and small--in the great outdoors. In essays that not only take you to mountains, forests, lakes, and rivers but also explore the powerful and intimate bond of female companionship, the editor of <b>Solo: On Her Own Adventure</b> introduces sixteen daring women and their travel mates as they ski, climb, hike, bike, and drive all over the world.
<p>Trudge through the muddied roads of Australia's outback with thirty-something Sara Corbett and her childhood chum to find the legendary 80-year-old woman rumored to split wood faster than any man who challenges her. Go fishing with Holly Morris, kick back with Pam Houston and a good friend at a Denver ranch, or bike with Diane Ackerman and her friend through the ""aubergine drapery of the forest"" as they circumnavigate Otsego Lake. Hop in the car with Mary Morris and her baby daughter to meet the eccentrics living in the California desert, and climb the Himalayas with 54-year-old Jean Gould and her 70-year-old travel partner.</p>
<p>Whether you are an armchair adventurer or a thrill seeker in your own right, these exhilarating essays will inspire you to dust off your bicycle, lace up your hiking boots, fill your gas tank, and take your dearest friend along for the time of your lives.</p>",en,First Edition,"Height: 0.60629921198 Inches, Length: 7.9921259761 Inches, Weight: 0.0220462262 Pounds, Width: 4.9999999949 Inches",16,https://images.isbndb.com/covers/20/13/9780375702013.jpg,Success,153,22.3.4
0-375-50334-X,Undue Influence: A Novel,"Brookner, Anita",Random House,231,12/28/1999,Hardcover,,en,,"Height: 6.75 Inches, Length: 5.25 Inches, Weight: 0.8938 Pounds, Width: 1 Inches",0,https://images.isbndb.com/covers/33/44/9780375503344.jpg,Success,153,22.3.4
0-375-70521-X,Almost a Woman,"Santiago, Esmeralda",Vintage,336,9/7/1999,Paperback,"<p><P>Moving beyond her poignant childhood story, <i>When I Was Puerto Rican,</i> Esmeralda Santiago recalls her extraordinary journey into womanhood.<P></p> <h3>Publishers Weekly</h3> <p>This sequel to the story of Santiago's childhood (When I Was Puerto Rican) covers her life as an adolescent and young woman when she lived in Brooklyn, New York, with her mother (Mami) and 10 siblings during the 1960s. Puerto Rican immigrants, the family suffered through periods of poverty exemplified by the author's trips to the welfare office with Mami, where she translated her mother's Spanish so that they could obtain benefits. Santiago's good humor, zest for life and fighting spirit permeate her chronicle and moderate the impact of the hard times she describes. She studied acting at the prestigious Performing Arts Public High School and, despite feeling out of place because of her heritage, Santiago was able to obtain work in a children's theater and had a small role in the film Up the Down Staircase. Mami prevented her from dating until she was 17, but Santiago details several romantic involvements, including an affair with a Turkish filmmaker. Forced to lose her Puerto Rican accent to widen her acting range, Santiago never lost her connection to Mami, her family and her heritage, and her love for them all shines through this engaging memoir. (Sept.)</p>",en,1st Vintage Books ed,"Height: 8 Inches, Length: 5.25 Inches, Weight: 0.65 Pounds, Width: 0.75 Inches",0,https://images.isbndb.com/covers/52/12/9780375705212.jpg,Success,153,22.3.4
0-375-70526-0,Casi una mujer,Esmeralda Santiago,Vintage Espanol,312,9/7/1999,Paperback,"<p><P>A simultaneous Spanish-language edition, originally translated for Vintage by Nina Torres-Vidal<P>In her new memior, the acclaimed author of <b>When I Was Puerto Rican</b> continues the riveting chronicle of her life.<P>&quot;Negi,&quot; as Santiago's family affectionately calls her, leaves rural Macun in 1961 to live in a three-bedroom tenement apartment with seven siblings, and inquisitive grandmother, and a strict mother who won't allow her to date. At thirteen, Negi yearns for her own bed, for privacy, and her father, who remains in Puerto Rico. Translating for Mami at the welfare office in the morning, starring as Cleopatra at New York's Performing Arts High School in the afternoon, and dancing salsa all night, she also seeks to find balance between being an American and Puerto Rican. When Negi defies her mother by going on a series of dates, she finds that independence brings challenges.<P>At once a universally poignant coming-of-age tale and a heartfelt immigrant's story, <b>Almost a Woman</b> is Santiago's triumphant journey into womanhood.</p> <h3>Publishers Weekly</h3> <p>This sequel to the story of Santiago's childhood (When I Was Puerto Rican) covers her life as an adolescent and young woman when she lived in Brooklyn, New York, with her mother (Mami) and 10 siblings during the 1960s. Puerto Rican immigrants, the family suffered through periods of poverty exemplified by the author's trips to the welfare office with Mami, where she translated her mother's Spanish so that they could obtain benefits. Santiago's good humor, zest for life and fighting spirit permeate her chronicle and moderate the impact of the hard times she describes. She studied acting at the prestigious Performing Arts Public High School and, despite feeling out of place because of her heritage, Santiago was able to obtain work in a children's theater and had a small role in the film Up the Down Staircase. Mami prevented her from dating until she was 17, but Santiago details several romantic involvements, including an affair with a Turkish filmmaker. Forced to lose her Puerto Rican accent to widen her acting range, Santiago never lost her connection to Mami, her family and her heritage, and her love for them all shines through this engaging memoir. (Sept.)</p>",es,Spanish-language Edition,"Height: 7.98 Inches, Length: 5.21 Inches, Weight: 0.58 Pounds, Width: 0.87 Inches",0,https://images.isbndb.com/covers/52/67/9780375705267.jpg,Success,153,22.3.4
0-375-50299-8,American Love Story,Brent Staples,Random House Usa Inc,,1999,Hardcover,,en,,,0,https://images.isbndb.com/covers/29/96/9780375502996.jpg,Success,153,22.3.4
0-375-70343-8,Rules of the Wild: A Novel of Africa,"Marciano, Francesca",Vintage,304,9/7/1999,Paperback,,en,1st ed.,"Height: 8 Inches, Length: 5.2 Inches, Weight: 0.575 Pounds, Width: 0.69 Inches",14,https://images.isbndb.com/covers/34/30/9780375703430.jpg,Success,153,22.3.4
0-375-70649-6,The Angel of Galilea (Vintage International),"Restrepo, Laura, Koch, Dolores M.",Knopf Doubleday Publishing Group,208,9/7/1999,Paperback,"<p><p>&quot;this Barrio Angel Teaches Us How To See Behind The Appearance Of Things And How To Embrace Reality With All The Senses.&quot; &#151;isabel Allende<p>&quot;laura Restrepo Breathes Life Into A Singular Amalgam Of Journalistic Investigation And Literary Creation. Her Fascination With Popular Culture And The Play Of Her Impeccable Humor, Of That Biting But At The Same Time Tender Irony . . . Infuses Them With Unmistakable Reading Pleasures.&quot;&#160;&#160;&#151;gabriel Garc&#237;a M&#225;rquez<p>winner Of Mexico's Sor Juana In&#233;s De La Cruz Prize, And France's Prix France Culture, The Angel Of Galilea Introduces A Refreshing New Voice In Latin American Literature To The English Speaking Audience.<p>mona Is A Jaded Reporter For A Colombian Tabloid Sent On Assignment To Investigate An Angel Sighting In One Of Bogot&#225;'s Most Devastated Barrios, Where She Encounters A Community Torn Apart By A Passionate Conflict Over A Beautiful Man Who Walks The Fine Line Between Sanity And Sainthood. For The People Of Galilea, This Mysterious And Sensual &quot;angel Without A Name&quot; Represents Their Hope Amidst Desperate Circumstances; For Mona, He Awakens Her Desire To Love And Gives Her A Reason To Believe. When The Barrio's Priest Leads A Revolt Against The Fallen Angel, Mona Risks Everything To Protect Him From The Gang That Threatens To Destroy Him.<p>&quot;restrepo Is A Writer To Treasure.&quot;&#160;&#160;&#151;alastair Reid<p>&quot;sharply Resonant.&quot;&#160;&#160;&#151;<i>the New York Times Book Review</i><p>&quot;surprising, Wonderful, And, For Me, Deeply Moving.&quot; <br>&#151;alvaro Mutis</p><h3>book Magazine</h3><p>restrepo Writes That She Waited To Write This Novel, A Blend Of Journalism And Magical Realism, Until After The Commercial Popularity Of Angels Waned. She May Not Have Waited Long Enough. Whether In Kitschy Illustrated Books Or Blockbuster Movies Like City Of Angels, The Cherubic Entities Remain Hot Properties For Reasons That Appeal To Parts Of The Human Psyche Sympathetic To Puppy Dogs And Soap Operas. Modern Angels Are Either Insufferably Cute Infants Or Mysterious Strangers Descending From Cloud Nine Long Enough To Stir The Hearts Of Their Human Beloveds. Milton Wouldn&#39;t Recognize These Creatures, Shorn As They Are Of Their Flaming Swords And Supernatural Fury. <br>though Restrepo Tries To Introduce A Bit Of The Old Angelic Terror Into Her Novel, The Results Are Lackluster, Producing Little More Than A Weak Chronicle Of An Affair Between Monita, A Colombian Reporter, And A Mute Adolescent The Galilea Townspeople Consider Either A Divine Messenger Or Satanic Deception. There Are Wonderfully Inventive Passages In This Book And The Novel Begins With Promise. Unfortunately, Restrepo&#39;s Dialogue Often Gets Stuck In Matters Better Left To Exposition And The Story Itself Seems Overly Familiar Despite The Author&#39;s Occasional Comic Flourish. Ultimately, Nothing Here Shakes The Reader&#39;s Presuppositions About Celestial Creatures Or Their Interactions With Humans. <br>&#173;matt Golosinski<br></p>",en,,"Height: 0.51968503884 Inches, Length: 8.5039369992 Inches, Weight: 0.0440924524 Pounds, Width: 5.511811018 Inches",15,https://images.isbndb.com/covers/64/93/9780375706493.jpg,Success,154,22.3.4
0-415-92488-X,Coming of Age in Academe: Rekindling Women's Hopes and Reforming the Academy,"Martin, Jane Roland",Routledge,240,11/3/1999,Paperback,"<p>At what price entry? Philosopher of education Jane Roland Martin contends that feminist scholars have traded in their idealism for a place in the academy. In Coming of Age in Academe, she looks at the ways that academic feminists have become estranged from women. Determining that this is the membership fee the academy exacts on all its members, she calls for the academy's transformation. Part one explores the chilly research climate for feminist scholars, the academic traps of essentialism and aerial distance, and the education gap in the feminist text. In part two, Martin likens the behavior of present-day feminist scholars to nineteenth-century immigrants to the United States and examines their assimilation into the world of work, politics and the professions. She finds that when you look at higher education, you see what a brutal filter of women it is. Part three highlights the academy's brain drain and its containment of women and then proposes actions both great and small that aim at fundamental change. In this rousing call to action, Martin concludes that the dissociation from women that the academy demands&#151;its entrance fee&#151;can only be stopped by radically reforming the gendered system on which the academy is based.</p> <h3>Lingua Franca - Bernice Sandler</h3> <p><i>Coming of Age</i> is required reading for everyone who cares deeply about gender equality and the education of women. </p>",en,1,"Height: 9 Inches, Length: 6 Inches, Weight: 0.9700339528 Pounds, Width: 0.54 Inches",40.95,https://images.isbndb.com/covers/48/87/9780415924887.jpg,Success,154,22.3.4
